太空杯500ml,FGA--102,件(48只),430×290×365,3.8,塑胶事业部
280ml力德尔水晶玻璃杯,LG111-280,件(30只),475×440×245,16.9,玻璃事业部
力德尔纳米双层小号加长,LDR-8053,只,475×440×245,30,玻璃事业部
中号精品力德尔玻璃杯,LDR--8015,件(20只),466×451×226,36,玻璃事业部
大号精品力德尔玻璃杯,LDR--8024,件(20只),466×451×226,38,玻璃事业部
特号精品力德尔玻璃杯,LDR--8030,件(12只),570×335×270,46,玻璃事业部
小号普通力德尔玻璃杯,LDR--8027,件(30只),368×305×174,18,玻璃事业部
中号普通力德尔玻璃杯,LDR--8013,件(30只),415×345×190,20,玻璃事业部
中号力德尔玻璃办公杯,LDR--B8032,件(16只),590×380×200,43,玻璃事业部
大号力德尔玻璃办公杯,LDR--B8033,件(16只),650×430×215,48,玻璃事业部
力德尔玻璃套装,LDR--B8042,件(10只),640×480×250,96,玻璃事业部
新1.2L力德尔旅行壶,LDR--8054,件(12只),480×360×290,64,真空事业部
新1.5L力德尔旅行壶,LDR--8055,件(12只),480×360×315,68,真空事业部
新1.8L力德尔旅行壶,LDR--8056,件(12只),480×360×345,72,真空事业部
力德尔塑料电热水壶,LDR113-1500,件(6只),480×360×345,58,真空事业部
300力德尔真空运动壶,LDR--8057,件(30只),465×385×185,26,真空事业部
500力德尔真空运动壶,LDR--8058,件(30只),465×385×235,28,真空事业部
600力德尔真空运动壶,LDR--8059,件(30只),465×385×275,30,真空事业部
750力德尔真空运动壶,LDR--8070,件(30只),495×415×300,35,真空事业部
350力德尔真空动感壶,LDR--8073C,件(30只),495×415×300,35,真空事业部
500力德尔真空动感壶,LDR--8072B,件(30只),495×415×300,38,真空事业部
750力德尔真空动感壶,LDR--8071A,件(30只),495×415×300,33,真空事业部
直槽杯650ML太空杯,,件(48只),,5.6,塑胶事业部
280健牌生态杯,BJ-280,件(20只),,22.8,真空事业部
400健牌生态办公杯,BJ-400B,件(16只),,28.8,真空事业部
380健牌生态杯,BJ-380,件(20只),,38,真空事业部
380休闲滤叶口杯二型,FGA200-380-2,件(40只),,7.8,塑胶事业部
380休闲滤叶口杯三型,FGA200-380-3,件(40只),,7.8,塑胶事业部
680休闲滤叶口杯,FGA200-680,件(40只),,9.8,塑胶事业部
380休闲滤叶口杯,FGA200-380,件(40只),,7.8,塑胶事业部
6001安全帽,,件(50只),,6.6,安全帽事业部
8003安全帽内衬,,只,,2.75,安全帽事业部
8004安全帽内衬,,只,,3.6,安全帽事业部
8005安全帽内衬,,只,,3.6,安全帽事业部
8008安全帽内衬,,只,,3.7,安全帽事业部
8003安全帽,,件(30只),,10.8,安全帽事业部
8004安全帽,,件(30只),,13.6,安全帽事业部
8005安全帽,,件(30只),,13.8,安全帽事业部
8006安全帽,,件(20只),,18.8,安全帽事业部
8008安全帽,,件(20只),,13,安全帽事业部
6003安全帽,,件(30只),,8.8,安全帽事业部
8004安全帽(无泡沫垫),,件(30只),,12.8,安全帽事业部
8005安全帽(无泡沫垫),,件(30只),,13,安全帽事业部
340吸管真空杯,FGL-3250,件(30只),425×355×255,36.6,真空事业部
280生态汽车杯（紫砂）,FGL--3219,件(30只),636×400×260,56,真空事业部
280生态汽车杯（陶瓷）,FGL--3219,件(30只),636×400×260,56,真空事业部
320真空汽车杯,FGK--3217,件(30只),636×400×260,45,真空事业部
450真空汽车杯,FGK--3216,件(30只),,48.6,真空事业部
280生态汽车杯配件,,套,,38,真空事业部
350时尚办公杯,FGL--3253,件(16只),,55,真空事业部
500时尚办公杯,FGL--3254,件(16只),,66,真空事业部
1600ML三指杯配三角杯盖(BPA料),,件(48只),,11.6,塑胶事业部
500ML燕尾太空杯加铝盖,,件(48只),,6.8,塑胶事业部
1000ML直形杯配三角杯盖(BPA料),,件(48只),,8,塑胶事业部
350ML时尚背带吸管杯(BPA料),,件(48只),,6.2,塑胶事业部
400ml休闲滤叶太空杯,,件(48只),,8.8,塑胶事业部
600ml休闲滤叶太空杯,,件(48只),,10.8,塑胶事业部
EP350ML直形吸管杯,,件(48只),,4.2,塑胶事业部
三角杯400ML,,件(48只),,3.9,塑胶事业部
储藏罐125ML,,只,,4,塑胶事业部
储藏罐300ML,,只,,5.2,塑胶事业部
300ml手柄吸管杯(BPA),,件(48只),,5.2,塑胶事业部
400ml手柄吸管杯(BPA),,件(48只),,6,塑胶事业部
E动800太空杯2#,,件(48只),,8.8,塑胶事业部
400ml提带吸管杯(BPA),,件(48只),,6.4,塑胶事业部
300ml提带吸管杯(BPA),,件(48只),,5.8,塑胶事业部
新动感400杯3型-2(BPA),,件(48只),,6.2,塑胶事业部
新动感500杯3型-2(BPA),,件(48只),,6.6,塑胶事业部
新动感600杯3型-2(BPA),,件(48只),,7.4,塑胶事业部
易开太空杯500ML,,件(48只),,7.6,塑胶事业部
易开太空杯680ML,,件(48只),,8,塑胶事业部
易开太空杯680ML(BPA),,件(48只),,9.6,塑胶事业部
易开太空杯500ML(BPA),,件(48只),,8.6,塑胶事业部
800ml时尚太空杯8型,,件(48只),,8.8,塑胶事业部
E动1000太空杯2#,,件(48只),,9.8,塑胶事业部
动感滤叶1500ML杯铝盖（双提绊）,,件(48只),,10.65,塑胶事业部
动感提绊(无盖）,,只,,0.5,塑胶事业部
动感软绊(无盖）,,只,,0.8,塑胶事业部
义乌吸管,,只,,0.7,塑胶事业部
3A E代1000ml太空杯,,件(48只),,6.6,塑胶事业部
3A E代1000ml太空杯(无滤网),,件(48只),,6.4,塑胶事业部
小冷冻棒,,只,,0.55,塑胶事业部
大冷冻棒,,只,,0.6,塑胶事业部
新动感1000ml杯1型（BPA料）,,件(48只),,10.8,塑胶事业部
1000凹槽杯,,件(48只),,7.4,塑胶事业部
新动感750ML太空杯1#,,件(48只),,8.2,塑胶事业部
750ML直型杯（BPA）,,件(48只),,6.5,塑胶事业部
500ML 二指杯(BPA),,件(48只),,5.2,塑胶事业部
350ml直形太空杯（BPA）,,件(48只),,5.6,塑胶事业部
1000ml燕尾杯加动感盖,,件(48只),,7.2,塑胶事业部
新动感1000ML太空杯1#,,件(48只),,8.8,塑胶事业部
老800ml加重（14g）,,件(48只),,5.6,塑胶事业部
老500ml加重（21g）,,件(48只),,4.8,塑胶事业部
老1000ml加重（47g）,,件(48只),,8,塑胶事业部
800ML燕尾太空杯加铝盖,,件(48只),,7.6,塑胶事业部
动感滤叶太空杯1500ML(BPA料),,件(48只),,11.4,塑胶事业部
1500凹槽杯（无冷冻棒）,,件(48只),,8.9,塑胶事业部
动感滤叶2800ML杯铝盖（双提绊）,,件(30只),,16.05,塑胶事业部
时尚吸管（整支）,,只,,0.7,塑胶事业部
750ML时尚太空杯5型-1型,,件(48只),,8,塑胶事业部
750ML时尚太空杯5型-2型,,件(48只),,8,塑胶事业部
开模费,,只,,1,塑胶事业部
富光A型500ML太空杯,,件(48只),,4.8,塑胶事业部
富光B型800ML太空杯,,件(48只),,6.8,塑胶事业部
新动感800杯3型-1,FGA123-800,件(48只),,7.8,塑胶事业部
新动感1000杯3型-1,FGA123-1000,件(48只),,8.8,塑胶事业部
650凹槽杯,,件(48只),,5.6,塑胶事业部
500子弹头太空杯,FGA130-500,件(48只),,10.6,塑胶事业部
800凹槽杯,,件(48只),,6.4,塑胶事业部
动感滤叶太空杯2000ML（BPA料）,,件(30只),,13.8,塑胶事业部
富光A型400ML太空杯,,件(48只),,4.3,塑胶事业部
动力太空杯2000ML(无吸管),,件(30只),,12.6,塑胶事业部
动力太空杯2000ML(BPA料),,件(30只),,14,塑胶事业部
动力太空杯600ML(BPA料),,件(48只),,6.6,塑胶事业部
600时尚六型太空杯（BPA料）,,件(48只),,7.6,塑胶事业部
500斜口太空杯,,件(48只),,5.4,塑胶事业部
800燕尾杯动感盖（BPA料）,,件(48只),,8.2,塑胶事业部
富光A型600ML太空杯,,件(48只),,5.4,塑胶事业部
600子弹头太空杯,FGA130-600,件(48只),,11.8,塑胶事业部
富光B型500ML太空杯,,件(48只),,5.4,塑胶事业部
富光B型600ML太空杯,,件(48只),,5.8,塑胶事业部
400运动壶4型,FGA139-400,件(48只),,4.2,塑胶事业部
1000ML三指杯,,件(48只),,7.4,塑胶事业部
650ML燕尾钢盖杯,,件(48只),,11.5,塑胶事业部
800ML燕尾钢盖杯,,件(48只),,13.5,塑胶事业部
1000ML燕尾钢盖杯,,件(48只),,15.5,塑胶事业部
500ML 二指杯,,件(48只),,4.1,塑胶事业部
650燕尾杯动感盖（BPA料）,,件(48只),,7.6,塑胶事业部
500燕尾杯动感盖（BPA料）,,件(48只),,6.8,塑胶事业部
时尚650太空杯3型,,件(48只),,6.6,塑胶事业部
1000燕尾杯动感盖（BPA料）,,件(48只),,9.2,塑胶事业部
400ml精品运动壶(BPA料),,件(48只),,5.2,塑胶事业部
500ml精品运动壶(BPA料),,件(48只),,6.2,塑胶事业部
800ml精品运动壶(BPA料),,件(48只),,8,塑胶事业部
1500ml精品运动壶(BPA料),,件(30只),,11.4,塑胶事业部
800ml学生壶(BPA料),,件(30只),,10.4,塑胶事业部
600ml学生壶(BPA料),,件(30只),,9.6,塑胶事业部
时尚500太空杯3型,,件(48只),,6.2,塑胶事业部
动力太空杯1000ml（BPA料）,,件(48只),,9.8,塑胶事业部
拇指动感滤叶太空杯2000ml,,件(30只),,11.4,塑胶事业部
1000ml精品运动壶(BPA料),,件(48只),,9,塑胶事业部
时尚800太空杯3型,,件(48只),,7.4,塑胶事业部
800时尚太空杯六型(BPA料),,件(48只),,8.6,塑胶事业部
动感滤叶太空杯500ML（BPA料）,,件(48只),,5.4,塑胶事业部
动感滤叶太空杯650ML（BPA料）,,件(48只),,6.4,塑胶事业部
动感滤叶太空杯800ML（BPA料）,,件(48只),,7.4,塑胶事业部
动感滤叶太空杯1000ML（BPA料）,,件(48只),,8.4,塑胶事业部
老500杯加重21g(BPA料),,件(48只),,5.8,塑胶事业部
老800杯加重14g(BPA料),,件(48只),,7.2,塑胶事业部
老1000杯加重47g(BPA料),,件(48只),,10.2,塑胶事业部
1000时尚太空杯六型(BPA料),,件(48只),,9.8,塑胶事业部
动感滤叶太空杯2800ml杯1型(BPA料),,件(30只),,16.4,塑胶事业部
1000ML燕尾太空杯加铝盖,,件(48只),,8.6,塑胶事业部
义乌动感500ML太空杯加铝盖,,件(48只),,6.6,塑胶事业部
义乌动感650ML太空杯加铝盖,,件(48只),,6.8,塑胶事业部
义乌动感800ML太空杯加铝盖,,件(48只),,7.6,塑胶事业部
义乌动感1000ML太空杯加铝盖,,件(48只),,8.2,塑胶事业部
义乌动感1500ML太空杯加铝盖,,件(48只),,10.5,塑胶事业部
E代500ML太空杯加铝盖,,件(48只),,6.4,塑胶事业部
E代650ML太空杯加铝盖,,件(48只),,6.8,塑胶事业部
E代800ML太空杯加铝盖,,件(48只),,7.6,塑胶事业部
550ML直形杯配三角杯盖,,件(48只),,5,塑胶事业部
动感滤叶2000ML杯铝盖（双提绊）,,件(30只),,12.45,塑胶事业部
750ML直形杯配三角杯盖,,件(48只),,5.8,塑胶事业部
1000ML直形杯配三角杯盖,,件(48只),,6.8,塑胶事业部
义乌600ML学生壶1型,,件(30只),,8.8,塑胶事业部
义乌800ML学生壶1型,,件(30只),,9.6,塑胶事业部
750ML时尚太空杯5型(BPA料),,件(48只),,9.4,塑胶事业部
400ML三角杯2型(BPA料),,件(48只),,4.4,塑胶事业部
500ML燕尾太空杯加铝盖(BPA料),,件(48只),,8,塑胶事业部
650ML燕尾太空杯加铝盖(BPA料),,件(48只),,8.6,塑胶事业部
800ML燕尾太空杯加铝盖(BPA料),,件(48只),,9.2,塑胶事业部
1000ML燕尾太空杯加铝盖(BPA料),,件(48只),,10.2,塑胶事业部
650ML燕尾太空杯加铝盖,,件(48只),,7.2,塑胶事业部
650ML燕尾太空杯加E代盖(BPA料),,件(48只),,6.4,塑胶事业部
动感2000ML太空杯加铝盖(BPA料),,件(30只),,15.6,塑胶事业部
动感2800ML太空杯加铝盖(BPA料),,件(30只),,18.2,塑胶事业部
新动感400ML太空杯1型(BPA料),,件(48只),,6.2,塑胶事业部
新动感500ML太空杯1型(BPA料）,,件(48只),,7.2,塑胶事业部
新动感600ML太空杯1型(BPA料）,,件(48只),,7.8,塑胶事业部
750ML三指杯配三角杯盖(BPA料）,,件(48只),,7,塑胶事业部
1000ML三指杯配三角杯盖(BPA料）,,件(48只),,8,塑胶事业部
550ML直形杯配三角杯盖(BPA料),,件(48只),,6,塑胶事业部
750ML直形杯配三角杯盖(BPA料),,件(48只),,7,塑胶事业部
360ML太空杯泡茶师2#,FGA136-360,件(48只),,14.6,塑胶事业部
500ML太空杯泡茶师2#,FGA136-500,件(48只),,15.6,塑胶事业部
420茗香泡茶师,,只,,19,塑胶事业部
580太空泡茶师,FGA-1335,件(48只),,17.6,塑胶事业部
400ml茶人泡茶师,,只,,8.8,塑胶事业部
760太空泡茶师,FGA-1334,件(48只),,18.6,塑胶事业部
650ml茗香太空杯2型,FGA-132-650,件(48只),,8,塑胶事业部
泡茶器,FGA-132-650,套,,56.8,玻璃事业部
拾喜380真空子弹头4型,BEST01-5042,只,,26.6,真空事业部
拾喜600真空子弹头,BEST01-1001,只,,40,真空事业部
拾喜塑瓷5型办公杯,BEST03-2005,只,,52.8,塑胶事业部
拾喜E动550太空杯6型,BEST05-1080,只,,6.2,塑胶事业部
拾喜400ml至臻工艺生态办公杯,BEST02-2006,只,,166,真空事业部
拾喜G008-280双层玻璃杯,BEST06-1015,只,,16.2,玻璃事业部
拾喜G008-400双层玻璃杯,BEST06-1014,只,,11.2,玻璃事业部
拾喜300时尚吸管太空杯（手柄）,BEST05-1023,只,,5.2,塑胶事业部
拾喜400时尚吸管太空杯（手柄）,BEST05-1023B,只,,6.2,塑胶事业部
拾喜200ml休闲真空杯,BEST01-1016,只,,30.5,真空事业部
拾喜280ml休闲真空杯,BEST01-1017,只,,32.5,真空事业部
拾喜450ml休闲真空办公杯,BEST01-2015,只,,40,真空事业部
拾喜340真空泡茶师二代,BEST01-3001,只,,60,真空事业部
拾喜240ml顺风真空杯,BEST01-1015,只,,34.6,真空事业部
拾喜500ml酷派真空杯,BEST01-1026,只,,44,真空事业部
拾喜480ml酷派真空办公杯,BEST01-2002,只,,46,真空事业部
拾喜280ml超炫生态杯,BEST03-1048,只,,76,真空事业部
拾喜340ml富光真空杯,BEST01-1030,只,,24.8,真空事业部
拾喜480ml富光真空办公杯,BEST01-2003,只,,32.6,真空事业部
拾喜280ml瓷韵生态杯,BEST03-1029,只,,168,真空事业部
拾喜中号黑晶玻璃工艺杯,BEST06-1008,只,,67.5,玻璃事业部
拾喜中号黑晶玻璃工艺办公杯,BEST06-2003,只,,75.5,玻璃事业部
拾喜中号健悠品玻璃办公杯,BEST06-2005,只,,15.9,玻璃事业部
拾喜1.8富光真空旅行壶,BEST01-5007,只,,68,真空事业部
拾喜G005-280玻璃杯,BEST06-1012,只,,24.5,玻璃事业部
拾喜280ml生态泡茶师,BEST02-3005,只,,56,真空事业部
拾喜280ml生态汽车杯,BEST02-4005,只,,48,真空事业部
拾喜中精彩玻璃办公杯,BEST06-2005,只,,16.8,玻璃事业部
拾喜1.5L力德尔真空旅行壶,BEST01-5015,只,,65,真空事业部
拾喜750ml时尚5型-1太空杯,BEST05-1010,只,,7.2,塑胶事业部
拾喜280茗派生态杯,BEST02-1020,只,,28,真空事业部
拾喜500ml泡茶器套装,BEST06-2004,件(48只),,39.8,玻璃事业部
拾喜280ml至臻生态杯,BEST02-1036,只,,146,真空事业部
拾喜350ml至臻银杯,BEST01-1023,只,,360,真空事业部
拾喜1.5富光真空旅行壶,BEST01-5006,只,,62,真空事业部
拾喜500ml真空警壶,BEST01-5068,只,,88,真空事业部
拾喜350ml时尚真空办公杯,BEST01-2007,只,,46.9,真空事业部
拾喜500ml时尚真空办公杯,BEST01-2008,只,,57.2,真空事业部
拾喜多彩四件套,BEST05-3005,只,,26.8,玻璃事业部
拾喜280ml生态泡茶师,BEST03-3006,只,,56,真空事业部
拾喜1.5多用壶,BEST01-5001,只,,68,真空事业部
拾喜礼盒,,只,,6.8,真空事业部
拾喜优优太空杯,BEST05-1076,只,,4.6,塑胶事业部
拾喜550背带水壶,FGA169-550,只,,6.8,塑胶事业部
拾喜450背带水壶,FGA169-450,只,,6.4,塑胶事业部
拾喜420欣瑞真空杯,BEST01-1035,只,,27,真空事业部
拾喜350真空子弹头3型,FGA01-5045,只,,28.6,真空事业部
拾喜340吸管真空杯,BEST01-1042,只,,36.6,真空事业部
拾喜350背带水壶,FGA169-350,只,,6,塑胶事业部
拾喜3.2L真空车载壶,FGL-3305,只,,146,真空事业部
拾喜400ml双层生态办公杯,BEST02-2001,只,,48,真空事业部
拾喜450ml乘风真空办公杯,BEST01-2012,只,,146,真空事业部
拾喜300ml力德尔真空运动壶,BEST03-005,只,,25,真空事业部
拾喜方圆杯,,只,,9.8,塑胶事业部
280逸品泡杯,FHP1110-280,只,,39.8,塑胶事业部
500易开太空杯1型,FS1035-500,只,,7.6,塑胶事业部
拾喜玻璃泡茶器套装,BEST05-3011,只,,32,玻璃事业部
500新动感1型,BSET05-1054,只,,6,塑胶事业部
拾喜400新茗派生态杯（紫砂胆）,BEST05-3011,只,,33.8,真空事业部
拾喜400新茗派生态杯（陶瓷胆）,BEST05-3011,只,,37.6,真空事业部
拾喜360真空泡茶师,BEST01-3003,只,,86.83,真空事业部
拾喜280健牌生态杯(陶瓷),BEST03-1024,只,,24.8,真空事业部
拾喜260至臻工艺杯,BEST01-1021,只,,128,真空事业部
拾喜500真空子弹头3型,BEST01-5024,只,,26.8,真空事业部
拾喜300炫耀太空杯,BEST05-1013,只,,4,塑胶事业部
拾喜460至臻工艺办公杯,BEST01-2010A,只,,178,真空事业部
拾喜280皮纹生态杯,BEST02-1028,只,,60,真空事业部
拾喜350超炫真空杯3型,BEST01-1041,只,,54,真空事业部
拾喜350真空子弹头3型,BEST01-5023,只,,25,真空事业部
拾喜280新茗派生态杯,BEST03-1027,只,,26,真空事业部
拾喜400时尚8型太空杯,BEST05-1041,只,,5.8,塑胶事业部
拾喜400顺风真空杯,BEST01-1024,只,,38,真空事业部
拾喜500真空子弹头4型,BEST01-5041,只,,28.6,真空事业部
拾喜350至臻工艺杯,BEST01-1022,只,,148,真空事业部
拾喜280生态杯,BEST03-1001,只,,40,真空事业部
拾喜健牌悠品口杯,BEST05-3004,只,,11,玻璃事业部
拾喜精艺玻璃办公杯,BEST05-3006,只,,16.8,玻璃事业部
拾喜400双层生态办公杯,BEST03-2001,只,,48,真空事业部
拾喜中欣艺玻璃杯,BEST05-3003,只,,11.8,玻璃事业部
拾喜280精品塑瓷口杯,BEST03-1012,只,,96,塑胶事业部
拾喜中塑瓷口杯2型,BEST03-1032,只,,42,塑胶事业部
拾喜240塑瓷泡茶师,BEST03-1020,只,,68,塑胶事业部
拾喜500卓尔子弹头,BEST01-5022,只,,31.6,真空事业部
拾喜中号炫彩口杯,BEST04-004,只,,22.8,塑胶事业部
拾喜400茗派生态办公杯,BEST02-2005,只,,38,真空事业部
拾喜中彩艺玻璃口杯,BEST06-1012,只,,9.5,玻璃事业部
拾喜中精彩玻璃口杯,BEST05-3007,只,,14.8,玻璃事业部
拾喜320ML欣瑞真空杯,BEST01-1031,只,,24.8,真空事业部
拾喜650ML真空学生壶,BEST01-5020,只,,40,真空事业部
拾喜750时尚5型-2,BEST05-1011,只,,7.2,塑胶事业部
拾喜E动800太空杯3型,BEST05-1030,只,,6.6,塑胶事业部
拾喜280ml生态泡茶师,BEST02-1037,只,,56,真空事业部
拾喜350ml精艺单层玻璃口杯,BEST06-1011,只,,12.8,玻璃事业部
拾喜1.0L富光真空旅行壶,BEST01-5005,只,,52,真空事业部
拾喜450精品太空杯5型,BEST05-1057,只,,5.6,塑胶事业部
拾喜320真空汽车杯,BEST01-4004,只,,48,真空事业部
拾喜E动彩艺玻璃口杯,BEST05-1073,只,,13.3,玻璃事业部
拾喜480经典办公杯3型,BEST01-2001,只,,46,真空事业部
拾喜400新茗派生态办公杯,BEST02-2011,只,,33.8,真空事业部
拾喜500精品高盖杯,BEST05-1014,只,,10.8,塑胶事业部
拾喜800精品运动壶,BEST05-1035,只,,11,塑胶事业部
拾喜500精品太空杯2型,BEST05-1025,只,,5,塑胶事业部
拾喜650精品太空杯2型,BEST05-1026,只,,5.2,塑胶事业部
拾喜单瓦白盒,,只,,1,真空事业部
拾喜280皮纹生态杯,BEST03-1028,只,,62.8,真空事业部
拾喜300塑瓷口杯,BEST03-1046,只,,68,塑胶事业部
拾喜280生态泡茶师,BEST03-1045,只,,56,真空事业部
拾喜400超越太空杯2型,BEST05-1037,只,,4,塑胶事业部
拾喜400新茗派生态办公杯,BEST03-2007,只,,37.6,真空事业部
拾喜500真空子弹头3型,BEST01-5044,只,,26.8,真空事业部
拾喜295ml高口生态杯,BEST02-1005,只,,40,真空事业部
拾喜二代280茗派生态杯,BEST02-1001,只,,29,真空事业部
拾喜二代420茗派生态办公杯,BEST02-2010,只,,42,真空事业部
拾喜1.2L力德尔真空旅行壶,BEST01-5014,只,,60,真空事业部
拾喜280ml生态杯,BEST02-1009,只,,40,真空事业部
拾喜280ml乘风生态杯,BEST02-1028,只,,60,真空事业部
拾喜E动650ml太空杯6型-2,BEST05-1080,只,,8.6,塑胶事业部
拾喜280健牌生态杯,BEST02-1032,只,,21,真空事业部
拾喜500ml吸管太空杯,BEST05-1081,只,,13.8,塑胶事业部
拾喜280ml精品玻璃杯,BEST06-3004,只,,11,玻璃事业部
拾喜中银龙玻璃杯,BEST06-1006,只,,70,玻璃事业部
拾喜400炫耀太空杯,BEST05-1050,只,,4.4,塑胶事业部
拾喜1.3L多用暖壶2型,BEST05-1071,只,,25.8,塑胶事业部
拾喜600时尚8型太空杯,BEST05-1042,只,,6.2,塑胶事业部
拾喜中彩艺玻璃杯,BEST06-1013,只,,10.5,玻璃事业部
拾喜大精艺玻璃杯,BEST05-3005,只,,15.8,玻璃事业部
拾喜600真空警壶,BEST01-5068,只,,80,真空事业部
拾喜280至臻生态杯,BEST03-1044,只,,146,真空事业部
拾喜420经典真空杯三代,BEST01-1007,只,,38,真空事业部
拾喜460至臻工艺办公杯,BEST01-2011,只,,178,真空事业部
拾喜大精艺玻璃杯,BEST06-1002,只,,14.8,玻璃事业部
拾喜滤网,,只,,1,玻璃事业部
拾喜400ML至臻铸银杯,ST01-2009,只,,396,玻璃事业部
拾喜360真空广告杯,ST01-1039,只,,41.8,真空事业部
拾喜360优优水壶,ST05-1077,只,,5.4,塑胶事业部
拾喜420优优水壶,ST05-1078,只,,5.8,塑胶事业部
拾喜中健悠品玻璃杯,ST06-1004,只,,11,玻璃事业部
拾喜350超炫真空杯3型,ST01-1041,只,,54,真空事业部
拾喜中精艺玻璃办公杯,ST06-2002,只,,16.8,玻璃事业部
拾喜280新茗派生态杯,BEST02-1035,只,,21.8,真空事业部
拾喜500E动3型,ST05-1021,只,,5.8,塑胶事业部
拾喜300优优水壶,ST05-1076,只,,5,塑胶事业部
拾喜500吸管太空杯,ST05-1080,只,,13.8,塑胶事业部
拾喜220健泡杯2型,ST05-1056,只,,9,塑胶事业部
拾喜400两指杯,ST05-1069,只,,4.3,塑胶事业部
拾喜多彩4件套,ST05-3010,只,,26.8,玻璃事业部
拾喜中欣艺玻璃杯,ST06-1010,只,,11.8,玻璃事业部
拾喜800精品太空杯2型,BEST05-1033,只,,6.2,塑胶事业部
拾喜高口瓷杯,,只,,200,真空事业部
拾喜650E动6型太空杯,BEST05-1080,只,,8.6,塑胶事业部
健牌异形中号玻璃办公杯,705B-320,件(20只),,19.9,玻璃事业部
健牌3型中号玻璃口杯,703-280,件(40只),,8.8,玻璃事业部
健牌3型大号玻璃口杯,703-320,件(30只),,9.8,玻璃事业部
B0331杯盖体(主体加旋塞),,只,,0.7,塑胶事业部
壶颈,,只,,3,塑胶事业部
DRZH1501电热壶壶颈,,只,,2.5,塑胶事业部
1.0旅行壶开关,,只,,2.7,塑胶事业部
1.0旅行壶盖把手,,只,,0.09,塑胶事业部
1.0旅行壶圆柱销,,只,,0.4,塑胶事业部
顶杆,,只,,0.15,塑胶事业部
DRZH1501电热壶连接螺纹圈,,只,,0.2,塑胶事业部
底座上壳,,只,,9.8,塑胶事业部
底座下壳,,只,,5.8,塑胶事业部
衬盖底座,,只,,1.5,塑胶事业部
1.0L旅行壶内碗,,只,,0.66,塑胶事业部
手柄螺丝盖,,只,,0.12,塑胶事业部
手提绳,,只,,0.2,塑胶事业部
直径33铝标,,只,,0.8,塑胶事业部
隔板,,只,,0.12,塑胶事业部
底座,,只,,10.6,塑胶事业部
底座下盖,,只,,8,塑胶事业部
壶体垫片,,只,,0.85,塑胶事业部
活塞密封圈,,只,,0.25,塑胶事业部
活塞杆密封圈,,只,,0.01,塑胶事业部
壶盖密封圈,,只,,0.9,塑胶事业部
壶颈密封圈,,只,,0.36,塑胶事业部
按钮,,只,,0.16,塑胶事业部
通气管,,只,,0.32,塑胶事业部
活塞弹簧,,只,,0.4,塑胶事业部
推杆弹簧,,只,,0.38,塑胶事业部
翻盖弹簧,,只,,0.57,塑胶事业部
2*21.5销钉,,只,,0.12,塑胶事业部
活塞,,只,,0.5,塑胶事业部
B0288玻璃杯盖密封圈,,只,,0.25,塑胶事业部
B0288玻璃杯塑料上盖,,只,,0.7,塑胶事业部
WB0358玻璃杯塑料上盖,,只,,0.8,塑胶事业部
WB0358玻璃杯密封圈,,只,,0.25,塑胶事业部
顶盖,,只,,1.6,塑胶事业部
B0368玻璃杯密封圈,,只,,0.25,塑胶事业部
B0368玻璃杯塑料上盖,,只,,0.7,塑胶事业部
P0351警壶底座,,只,,0.84,塑胶事业部
350子弹头杯盖,,只,,0.65,塑胶事业部
P0351警壶拉杆,,只,,0.3,塑胶事业部
DRZH1501A电热壶底托板,,只,,0.6,塑胶事业部
P0351警壶滑杆密封圈,,只,,0.08,塑胶事业部
B0331顶盖,,只,,0.6,塑胶事业部
P0351警壶滑杆,,只,,0.32,塑胶事业部
DRZH1501电热壶活塞卡圈,,只,,0.1,塑胶事业部
齿轮,,只,,0.46,塑胶事业部
大力德尔口杯衬盖,,只,,0.7,塑胶事业部
大精致盖圈,,只,,0.25,塑胶事业部
B04013杯底体,,只,,1.3,塑胶事业部
750子弹头杯盖,,只,,0.84,塑胶事业部
DRZH1501A电热壶瓶盖底座,,只,,1.1,塑胶事业部
DRZH1501A电热壶0.6*88*6*22弹簧,,只,,0.1,塑胶事业部
DRZH1501A电热壶13.5*7.5活塞垫片,,只,,0.15,塑胶事业部
DRZH1501A电热壶9*2活塞密封圈,,只,,0.1,塑胶事业部
DRZH1501A电热壶瓶盖活塞,,只,,0.2,塑胶事业部
DRZH1501A电热壶活塞挡水阀,,只,,0.1,塑胶事业部
活塞卡片,,只,,0.1,塑胶事业部
DRZH1501A电热壶0.4*5.9*12*28.4弹簧,,只,,0.1,塑胶事业部
DRZH1501A电热壶瓶盖推杆,,只,,0.2,塑胶事业部
DRZH1501A电热壶推杆密封圈,,只,,0.15,塑胶事业部
DRZH1501A电热壶瓶盖外盖,,只,,0.8,塑胶事业部
DRZH1501A电热壶底盖,,只,,1.5,塑胶事业部
